Filename,Mean_Color,Contrast,Edge_Complexity
book_0.png,[172.0170449  156.05381224 148.11257959],78.27784301019945,12.693795918367346
book_1.png,[243.9303102  220.18171429 124.43574694],35.921743858683,8.44726530612245
book_10.png,[158.40315102 167.4784     163.31155918],85.00225546982759,17.435755102040815
book_100.png,[178.14479184 139.8314449  173.48874286],81.39479181379437,15.614326530612244
book_101.png,[213.75646531 214.63043265 194.66403265],57.96740557458271,14.436122448979592
book_102.png,[191.854      169.35261224 172.58043265],62.90330901353054,13.68673469387755
book_103.png,[192.27257143 193.8460898  189.15216327],63.835471711132705,32.937673469387754
book_104.png,[134.33589388 186.96673469 174.66142857],64.358067624894,21.272204081632655
book_105.png,[187.87629388 198.41757551 153.98364082],60.959533639109395,20.818408163265307
book_106.png,[160.5272898  164.46465306 186.60501224],85.7565119316406,32.30069387755102
book_107.png,[121.11155102 109.35065306 108.64613061],105.45504022253525,23.10195918367347
book_108.png,[152.81770612 135.83973878 135.62429388],90.92842494408865,17.487795918367347
book_109.png,[225.23859592 193.09957551  56.71465306],61.82506855707802,24.806816326530612
book_11.png,[177.91804898 171.90565714 161.85159184],73.52917762911827,35.394
book_110.png,[188.39315918 184.80514286 168.6856    ],69.03923425276732,22.01534693877551
book_111.png,[247.54318367 247.54318367 247.54318367],32.27504179587453,9.250775510204083
book_112.png,[166.80020408 147.20727347 174.49694694],70.9128653036148,20.606081632653062
book_113.png,[227.24614694 186.07964898 189.31132245],77.60599439418284,16.33665306122449
book_114.png,[179.29617143 111.67403265 188.40914286],86.00667149677547,16.45530612244898
book_115.png,[237.33299592 154.08616327 129.80742857],65.80124999558791,9.973102040816327
book_116.png,[221.58078367 214.42422041 208.98443265],79.57090581479089,14.719224489795918
book_117.png,[215.56661224 224.57493061 230.42533061],44.812855900030904,7.4335102040816325
book_118.png,[141.85228571 141.91930612 144.23694694],107.13643604175213,13.495224489795918
book_119.png,[239.82573878 238.69908571 239.33318367],45.64040042480831,9.24869387755102
book_12.png,[160.75123265 164.32862041 155.73871837],85.00206546771471,17.760489795918367
book_120.png,[243.4023102  240.35268571 239.91269388],42.9832017343583,12.762489795918368
book_121.png,[228.00595918 224.59168163 212.20368163],60.594999794523964,19.423714285714286
book_122.png,[220.3213551  177.44622857 136.09216327],68.59336224446211,13.053918367346938
book_123.png,[196.99186122 124.17340408 120.96783673],87.9377875687638,14.265428571428572
book_124.png,[150.19047347 163.8249551  182.73044898],66.27200071926211,28.703632653061224
book_125.png,[205.86514286 213.8129551  193.18243265],57.71193652845561,18.863755102040816
book_126.png,[185.38471837 161.59627755 159.69588571],74.57915185988202,32.76489795918367
book_127.png,[165.42486531 166.00609796 110.04466939],71.46009235629198,28.01669387755102
book_128.png,[216.6065551  158.2427102  174.29890612],63.49089749738809,33.61004081632653
book_129.png,[158.02262041 146.63338776 136.50029388],93.81020377097288,20.11481632653061
book_13.png,[243.72327347 219.26882449 212.88155102],54.02785347438667,15.458204081632653
book_130.png,[181.27638367 148.81585306 156.84341224],88.42616265893062,17.171387755102042
book_131.png,[111.91990204 108.1841551  106.74470204],95.62905312637767,32.72326530612245
book_132.png,[184.93036735 156.44769796 168.65072653],60.439166234256675,43.454081632653065
book_133.png,[212.37639184 219.08249796 217.07056327],55.87259428343812,39.459428571428575
book_134.png,[139.93879184 113.86302041 144.49902041],60.51952595960037,33.73285714285714
book_135.png,[229.1184     233.19276735 218.7090449 ],48.6164810308542,13.840775510204082
book_136.png,[225.26559184 214.49531429 197.97275102],55.19169300774914,14.74004081632653
book_137.png,[216.10227589 216.26040933 216.0668113 ],53.07385995347297,21.02210397052804
book_138.png,[221.05087347 206.78669388 196.31779592],61.47637070790947,15.306244897959184
book_139.png,[159.82263673 201.64013061  79.03155102],44.596532079719225,19.253020408163266
book_14.png,[150.93628571 145.19937143 128.45514286],110.09402130650375,10.029306122448979
book_140.png,[203.52706939 213.45940408 232.3917551 ],34.78579236431536,13.389061224489796
book_141.png,[194.37233469 171.68072653 184.90702041],96.49716326912147,10.279102040816326
book_142.png,[143.39222041 123.5973551  130.69450612],78.68453169894606,21.990367346938775
book_143.png,[178.34653878 195.88764082 182.65688163],53.04945067833788,15.982775510204082
book_144.png,[218.73578776 192.09434286 120.1912898 ],52.98311910094295,19.627714285714287
book_145.png,[176.00627755 169.08728163 122.79571429],72.94118015592889,21.848816326530613
book_146.png,[196.2824898  138.89059592 147.73004898],69.39755117945366,27.54416326530612
book_147.png,[152.30721633 173.26989388 174.55251429],63.62936266156766,26.199428571428573
book_148.png,[177.75078367 139.5458449  125.21389388],56.04570977816865,31.420163265306122
book_149.png,[218.73116735 181.40512653 183.91651429],45.527151348078945,17.999877551020408
book_15.png,[244.20928163 213.94900408 152.08115102],39.52265517216835,10.628816326530613
book_150.png,[103.05377143  94.3238449   88.62892245],40.429517662479284,16.973632653061223
book_151.png,[133.50091429 135.58162449 121.43017143],57.80047291115145,27.62326530612245
book_152.png,[170.89364082 169.67187755 150.70160816],82.08007114630927,33.73077551020408
book_153.png,[129.54814694 168.23682449 174.54790204],60.83640880534558,39.10763265306122
book_154.png,[169.74322449 119.48725714 153.42128163],77.61910891063424,40.12555102040816
book_155.png,[210.33420408 139.78198367 150.06017143],56.266387952335855,27.26522448979592
book_156.png,[152.83019592 181.70248163 163.90412245],55.74638256713927,24.24269387755102
book_157.png,[149.6731102  164.12634286 137.6863102 ],63.49555371498394,24.879673469387754
book_158.png,[179.10139592 174.87734694 164.32914286],67.89362416047804,26.189020408163266
book_159.png,[157.6052     183.87387755 132.58003265],56.60268218593208,23.278897959183674
book_16.png,[247.30838367 246.69302857 234.36267755],35.28306085674788,6.663306122448979
book_160.png,[131.45547755 160.48768163 196.73503673],61.52589938059029,25.456285714285713
book_161.png,[213.70439184 157.85733878 116.91644082],67.1605616072234,29.95885714285714
book_162.png,[187.41833469 135.45150204 111.23496327],74.2095909907541,33.7994693877551
book_163.png,[118.8216401  173.14336134 160.38720371],56.12428757941942,19.053694581280787
book_164.png,[205.27327347 200.79739592 174.15212245],59.736528795627535,17.444081632653063
book_165.png,[221.19614694 193.39038367 169.22865306],33.34080987758138,24.975428571428573
book_166.png,[173.90022857 177.47675918 183.49080816],58.11127417970261,32.12167346938776
book_167.png,[218.24699592 208.41767347 160.71290612],41.9574505136247,24.77351020408163
book_168.png,[169.7701842  146.99300041 158.71186246],72.97328207344982,18.729922226770363
book_169.png,[220.7126449  208.68915102 167.12296327],41.623288621494154,26.207755102040817
book_17.png,[175.62467755 218.08697143 158.24637551],47.66550522439202,16.501102040816328
book_170.png,[199.07172245 131.36699592 124.3635102 ],80.42832148894709,20.22930612244898
book_171.png,[200.76345306 206.16033469 177.45567347],40.09970315176462,24.59657142857143
book_172.png,[221.92699592 197.21169796 113.75829388],51.87359071225445,18.61812244897959
