Filename,Mean_Red,Mean_Green,Mean_Blue,Contrast,Edge_Complexity,Color_Variance,Color_Saturation,Sharpness,Interesting
book_0.png,172.01704489795918,156.05381224489795,148.11257959183675,78.27784301019945,12.693795918367346,6369.722569608285,44.73075102040816,423.4699419292628,1
book_1.png,243.9303102040816,220.1817142857143,124.43574693877552,35.921743858683,8.44726530612245,5995.211455275827,127.12409795918369,845.0752326487963,0
book_10.png,158.40315102040816,167.4784,163.31155918367347,85.00225546982759,17.435755102040815,8609.745701392303,84.92222040816327,966.692211796818,1
book_100.png,178.1447918367347,139.8314448979592,173.48874285714285,81.39479181379437,15.614326530612244,6164.745811122402,102.39991836734694,511.5621900588754,1
book_101.png,213.75646530612244,214.63043265306123,194.6640326530612,57.96740557458271,14.436122448979592,5538.79445736409,71.33207346938775,327.691354837551,0
book_102.png,191.854,169.35261224489795,172.58043265306122,62.90330901353054,13.68673469387755,4368.568057723586,46.08120816326531,494.3897998683882,0
book_103.png,192.27257142857144,193.8460897959184,189.1521632653061,63.83547171113271,32.937673469387754,4489.584786509503,40.687902040816326,967.321881068155,0
book_104.png,134.33589387755103,186.9667346938776,174.66142857142856,64.358067624894,21.27220408163265,7374.689687749297,135.15755918367347,482.9588651327948,1
book_105.png,187.876293877551,198.41757551020407,153.98364081632653,60.9595336391094,20.818408163265307,6558.8528716921655,100.52114285714286,578.905293754269,1
book_106.png,160.52728979591836,164.46465306122448,186.60501224489795,85.7565119316406,32.30069387755102,6696.538506543539,69.2718612244898,2925.687934053877,1
book_107.png,121.11155102040816,109.35065306122448,108.6461306122449,105.45504022253525,23.10195918367347,11332.139988471909,78.90364897959184,863.4538414921117,1
book_108.png,152.81770612244898,135.8397387755102,135.62429387755105,90.92842494408865,17.487795918367347,8464.716712335276,56.755265306122446,784.7295020397503,1
book_109.png,225.2385959183673,193.0995755102041,56.71465306122449,61.82506855707802,24.80681632653061,11262.121669997936,193.21268571428573,1911.0588081632648,1
book_11.png,177.91804897959184,171.90565714285714,161.85159183673468,73.52917762911827,35.394,5833.783097189681,98.62912653061224,1256.6172645035233,1
book_110.png,188.39315918367348,184.80514285714287,168.6856,69.03923425276732,22.01534693877551,5959.3302719771655,60.63892244897959,573.033606304773,1
book_111.png,247.5431836734694,247.5431836734694,247.5431836734694,32.27504179587453,9.250775510204084,1041.6783229254477,0.0,892.4569713933193,0
book_112.png,166.80020408163264,147.20727346938776,174.49694693877552,70.9128653036148,20.606081632653066,4919.638317099253,73.88262040816326,765.6072651885715,1
book_113.png,227.24614693877552,186.07964897959184,189.3113224489796,77.60599439418284,16.33665306122449,7496.3328760297345,58.99190204081633,1088.649711518534,0
book_114.png,179.29617142857143,111.67403265306122,188.40914285714285,86.00667149677547,16.45530612244898,7864.452050564858,138.53902040816325,765.146570270654,1
