Title,Price,Rating,Num Of Reviews,Author,Book Type,Genre,Cover Image,Mean_Red,Mean_Green,Mean_Blue,Contrast,Edge_Complexity,Color_Variance,Color_Saturation,Sharpness,Interesting
(أنا أسمع حيوانات المزرعة الصغيرة (كتاب صوتي,45.0,5.0,3,A chain I hear.,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/441357.jpg",173.50237551020408,189.5725224489796,171.81787755102042,48.63278773923921,15.936979591836735,4051.8071207313615,91.76262857142856,393.4847878450647,0
حول العالم في 80 يوما كلاسيكيات مصورة,29.0,5.0,2,Joel Vern.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/2/5/1/0/25100dac6fb29358abcffa3dfbe45156717da9f0_589543.jpg",170.26285714285714,149.26951836734693,129.71704489795917,81.51856771266245,25.96004081632653,7318.254034656553,78.23561632653062,794.201067827805,1
نادي الخامسة 5 صباحا,85.0,5.0,2,Robin Sharma.,غلاف مقوى,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/515288.jpg",237.3583510204081,210.60312653061223,208.02910204081635,58.7387577499964,10.120897959183674,4583.073539345895,37.72782040816327,673.2444897956518,0
قضايا شيرلوك هولمز,32.0,5.0,2,Arthur Conan Doyle.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502658.jpg",212.487040523946,210.7183954154728,182.54943921408105,58.592261973591405,20.070159639787143,4188.421147470637,50.83720016373312,947.011562044412,0
حكايات لخمس دقائق قصص الحيوانات قصص مرحة يجب قراءتها والاحتفاظ بها,25.0,5.0,2,Five-minute story series.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/504087.jpg",182.05638367346936,183.49630204081632,125.8624,57.68669646347042,23.68273469387756,6394.950666414149,115.76502857142856,584.6344483395918,1
ايكيجاي السر الياباني لعيش حياة مثمرة وسعيدة,49.0,5.0,4,Ken Mojoy.,غلاف مقوى,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/491538.jpg",225.40414244781007,203.19834629553827,204.35548915268112,72.10001109013521,11.882603356528858,5607.321100014136,34.0745231273025,1702.8280417053645,0
المنصف في القدرات بنك اسئلة المحوسب الجديدة جزئين الطبعة الخامسة,115.0,5.0,2,Mahmoud Wafi,Paperback,Education & Reference,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/e/6/1/f/e61f42f88c6060fe934e7a9b2fbc9d25f0b2f4ad_643847.jpg",216.07721632653065,216.9337469387755,204.46313469387755,62.866705227269904,23.75767346938776,4871.736809807549,36.82289795918367,1579.6028303057058,0
رسائل من القرآن,53.0,5.0,2,Two Menirs.,Paperback,Religion & Spirituality,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/6/5/7/4/657453b2a047145bf0202c266fe0a6fabedc80bb_638398.jpg",249.9403183673469,248.2751673469388,242.73431836734693,24.91622310732897,5.545469387755103,950.8695567757808,9.931355102040817,176.40736326530612,0
موسوعتي الكبيرة عن الفضاء والكون,46.0,5.0,2,Greer's library.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/422044.jpg",150.2538448979592,137.95620408163265,146.98912653061225,93.57692170151478,25.89967346938776,9459.191137702246,82.0430693877551,1322.1013598901122,1
(ما الصوت؟ حيوانات (كتاب صوتي,45.0,4.5,2,A chain of sound.,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/420546.jpg",213.8476163265306,218.3763020408163,181.22100408163263,53.23349931366315,7.585469387755102,4826.668841171666,70.78161632653061,157.51822040816327,0
النموذج الرباعى للتدفقات النقدية,45.0,4.0,2,Robert T. Kiwasaki,Paperback,Business & Finance,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/8/6/a/0/86a04dfd2331440610353a947e39acee1ecd460a_282345.jpg",114.87088979591836,107.49486530612243,111.92687346938776,110.45478837991426,15.79334693877551,12252.41857155882,55.16862857142857,972.3099072090628,1
العادات ال 7 للاشخاص ذوي الفعالية العالية,89.0,5.0,2,Steven R. Kofi,غلاف مقوى,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/a/2/6/6/a266421e58c99612bf37d2582302e4de00e03edb_560533.jpg",228.2233306122449,208.74603265306123,190.0894040816327,57.357771682163445,15.220897959183674,5077.905828511446,65.2557306122449,697.7394905338775,0
الكتاب الكبير للانشطة الرائعة,69.0,5.0,4,Big Book series.,Paperback,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/503726.jpg",175.36451428571428,120.33980408163264,189.24312653061224,81.02650555437248,24.282244897959185,6629.798230975287,122.20979591836736,1218.1095160277218,1
كيف تريح عقلك,33.0,4.7,3,Anna Barnes.,Paperback,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/521739.jpg",200.0440571428572,216.49582040816327,218.03431020408163,42.55850111924097,6.392693877551021,2839.029780300845,58.70108571428572,367.77927015550193,0
مذكرة السعادة,32.0,5.0,2,I'm Barnes.,Paperback,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/549576.jpg",241.1057224489796,222.39274285714285,225.04411428571427,43.506372622821225,6.858979591836735,1999.16000807696,21.06945306122449,525.2418285714285,0
سوف تراه عندما تؤمن به سبيلك الى التحول الذاتي,33.0,5.0,2,Wynn Wyder.,Paperback,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/2/222216.jpeg",204.4712653061225,163.63275102040816,160.20111020408163,83.81630612526736,13.747102040816326,7806.592316535635,78.04992653061224,1031.2871960130617,1
كيف تقول لا توقف عن محاولة ارضاء الاخرين للابد,27.0,4.5,2,Susan Newman.,Paperback,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/8/281574.jpg",231.32873469387755,228.01456326530607,231.1969224489796,65.64532886456844,8.707469387755102,4071.580947695282,16.508220408163265,872.1409060930612,0
الموت على ضفاف النيل,37.0,5.0,3,Agatha Christie.,Paperback,Fiction Genres,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/9/296950.jpg",167.74392653061224,148.89617142857142,143.5146775510204,91.88158840521346,17.512775510204083,8731.123636695082,49.06762448979592,564.8775096277218,1
21 قانونا لا يقبل الجدل في القيادة,45.0,5.0,2,John C. Maxwell.,Paperback,Business & Finance,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/2/328942.jpg",184.09500408163265,120.33474285714286,115.92909387755104,96.63077276863116,12.075551020408165,11787.359815034371,100.46354285714284,612.5152653058559,1
الافكار والمشاعر السيطرة على حالاتك المزاجية وعلى حياتك,60.0,5.0,2,Martha Davis/Matthew McCae.,Paperback,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/5/352853.jpg",143.25003265306125,166.59335510204082,195.49075102040817,69.14387605119626,19.00530612244897,5384.993506604664,77.62990204081633,845.2976897766597,1
لغة الجسد علم وأسرار لغة الجسد في العمل,33.0,4.5,2,Carol Kenzi Joman.,Paperback,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/5/356736.jpg",194.7557469387755,197.98288163265303,206.6287346938776,59.3057231182314,10.393591836734696,3468.988068860167,27.625044897959185,156.18730877407748,0
فهم الاسهم,64.0,4.3,4,Michael. We'll walk.,Paperback,Business & Finance,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/420322.jpg",213.44324897959183,226.9243673469388,214.2121959183673,62.2908359407654,16.734244897959183,5061.275122608329,35.57464489795918,831.6395836734029,0
الجواب كيف تمسك بمقاليد حياتك وتصبح الشخص الذي تود أن تكون عليه,43.0,5.0,2,Now Barbara Baze.,Paperback,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/465058.jpg",238.7628571428572,229.6173224489796,136.47189387755105,42.10478763959621,6.6757959183673465,7985.941663876046,116.86368163265304,309.81822000273223,0
كتاب تلوين كبير ورائع أزرق أكثر من 140 صفحة ممتعة,34.0,4.0,2,Greer's library.,Paperback,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/477595.jpg",181.6728897959184,179.18144489795918,155.0327755102041,69.39321588155003,44.276326530612245,7116.355620722912,106.57582040816328,3651.211959888446,1
الذكاء العاطفي وسبب كونه أكثر أهمية من حاصل الذكاء,52.0,5.0,2,Daniel Goldman.,Paperback,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/9/292492.jpg",213.4141632653061,213.3473551020408,195.56779591836727,66.39410163952857,14.85869387755102,4551.2035139522895,47.80960816326531,1057.5841455569514,0
شخبط ولون كتاب أنشطة وتلوين ممتع,20.0,5.0,2,Greer's library.,Paperback,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/477865.jpg",237.96500408163263,221.9797795918368,218.9705306122449,52.76431358874476,13.320367346938776,3384.529028091065,34.260375510204085,493.86917917660975,0
1001 شيء للبحث عنها المركبات,30.0,4.0,1,1001 things to look for.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518208.jpg",134.32899591836735,148.6357469387755,162.24520816326532,64.46119954590611,37.40069387755102,7139.583052398826,137.90138775510204,1637.612972288213,1
101 مبادىء سوق الاسهم دورة مكثفة في بيع و شراء الاسهم,54.0,4.0,2,Michelle Kajan.,غلاف مقوى,Business & Finance,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518849.jpg",220.58444897959183,220.36377142857145,216.0364163265306,65.39318420960873,19.81922448979592,4563.276180577174,22.20330612244898,1078.6888979591836,0
حكايات لخمس دقائق قصص الاميرات قصص عجيبة يجب قراءتها والاحتفاظ بها,25.0,5.0,1,Five-minute story series.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/504086.jpg",195.44010612244892,181.59566530612244,174.4998693877551,58.61878998045119,19.33004081632653,5513.34449287274,103.55968163265308,863.1318775269636,1
حكايات للاطفال في سن 1 عام حكايات رائعة للاطفال,25.0,5.0,2,Greer's library issues.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/464463.jpg",205.44102040816327,148.6805551020408,143.9502530612245,61.15092903608125,16.632244897959183,5217.499424018503,107.34553469387755,437.1297464810329,1
1001 شيء للبحث عنها الديناصورات,30.0,5.0,1,Greer's library issues.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/464480.jpg",159.2076244897959,139.74049795918367,102.9101306122449,82.00258447562967,50.979183673469386,8910.963677738007,130.8903836734694,2257.728526010429,1
كنز من حكايات الحيوانات,49.0,5.0,1,Greer's library issues.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/454509.jpg",111.90051428571428,139.55149387755102,70.03207346938775,51.66954034227523,23.27265306122449,6045.185745087695,194.4562857142857,797.2582031886711,1
كنز الاطفال مجموعة من الحكايات الرائعة,49.0,5.0,1,Unknown,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/454511.jpg",138.93463673469387,145.05100408163264,150.08448979591836,62.754472935154425,27.62534693877551,5321.902999100147,112.72942857142856,1253.4155814524613,1
مكتبة الطفل الاولى الحيوانات,39.0,5.0,1,Unknown,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/458609.jpg",120.1729224489796,151.63217142857144,80.72445714285715,53.18913776514133,19.490326530612244,4962.35624854903,136.4195918367347,637.111185537426,1
مكتبة الطفل الاولى جسمي,39.0,5.0,1,Unknown,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/458613.jpg",192.33407346938776,103.71871836734694,127.1993224489796,52.39797544499972,19.463265306122448,5353.772747122359,136.7616244897959,677.568713547755,1
العجلات المتحركة سيارة الاسعاف,25.0,5.0,1,The wheel chain.,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/458620.jpg",208.89660408163263,206.24774693877552,202.00457142857144,69.35485521945587,14.511061224489795,4922.630247807495,21.37964897959184,533.3059537338775,0
السر نسخة الذكرى السنوية العاشرة للكتاب,89.0,2.3,4,Rhonda Byrn.,غلاف مقوى,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/471945.jpg",187.01451428571428,127.0150775510204,99.2429551020408,69.29705031057387,12.152571428571427,6855.081508821187,135.76641632653062,508.22576543107033,1
هايدي,15.0,4.0,1,The great story series.,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/470317.jpg",206.08922448979592,166.066106122449,127.50119183673468,70.7144468538193,16.13473469387755,7670.108110511167,114.83563265306124,311.049699576843,1
حكايات الخمس دقائق قصص للاولاد مغامرات رائعة للاولاد,25.0,5.0,1,Five-minute story series,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/429633.jpg",167.11648163265306,169.26137142857144,179.522,68.29133361768558,23.3850612244898,5556.8921373218645,78.65281632653061,779.9610698376343,1
حكايات الخمس دقائق قصص للبنات قصص لطيفة و جذابة,25.0,5.0,3,Five-minute story series,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/429634.jpg",219.59568163265303,166.5265469387755,184.89526530612244,50.33276906611131,20.77261224489796,3058.784425859973,68.49424489795918,612.7438022501291,0
501 شيء لتبحث عنها الكثير من الاشياء للبحث عنها والعثور عليها 8 طيور,25.0,5.0,2,Greer's library.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/429646.jpg",176.89195918367346,160.41549387755103,136.3027020408163,64.24444844636507,24.95669387755102,5484.354982827258,97.3527836734694,1081.9801584365846,1
صغار المزرعة,14.0,5.0,1,The fabulous little chain of animals.,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/452125.jpg",210.4821551020408,212.14884897959183,194.47619591836727,63.90482792354549,15.031469387755102,5629.891613831837,54.66130612244898,465.3789984522448,0
ألوان لتلمسها الاصفر,25.0,5.0,1,The color chain to touch.,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/452336.jpg",218.12823673469387,207.1141142857143,185.51861224489795,37.90809753087937,13.058081632653062,3108.344767824339,48.8024,456.2502381321783,0
أرنوب,23.0,5.0,1,Unknown,كتاب فلين,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/420749.jpg",215.0956897959184,202.41075918367343,170.01563265306123,64.44352989817165,15.404081632653062,6525.545954892684,77.79403265306122,515.4679009438734,0
2.0 الذكاء العاطفي,50.0,5.0,1,Jane Griffs/ Travis Bradbury.,غلاف مقوى,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/4/5/e/f/45ef6f2ecc8eb58f278abe45945a6f6503e2fc75_357821.jpg",238.7215918367347,212.78201632653065,214.9208408163265,59.18694918309835,15.058530612244898,4405.721998889166,36.79697142857143,1058.0848244897293,0
الكلمات مكتبتي التعليمية الاولى,25.0,5.0,1,My first education library.,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/5/358318.jpg",178.1447918367347,139.8314448979592,173.48874285714285,81.39479181379437,15.614326530612244,6164.745811122402,102.39991836734694,511.5621900588754,1
الالوان مكتبتي التعليمية الاولى,25.0,5.0,1,My first education library.,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/e/3/1/a/e31a36a47784a6dcc8e07e56bfc9685940562bdd_358321.jpg",213.75646530612244,214.63043265306123,194.6640326530612,57.96740557458271,14.436122448979592,5538.79445736409,71.33207346938775,327.691354837551,0
كيف تكسب الاصدقاء وتؤثر في الناس في العصر الرقمي,64.0,5.0,1,Del Carnegie and his associates.,غلاف مقوى,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/9/392553.jpeg",191.854,169.35261224489795,172.58043265306122,62.90330901353054,13.68673469387755,4368.568057723586,46.08120816326531,494.3897998683882,0
الجريمة والعقاب,29.0,5.0,1,Viodor Dustowski,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/8/f/c/a/8fca81e6901b249c5c41033cfa246a50986c547e_589557.jpg",192.27257142857144,193.8460897959184,189.1521632653061,63.83547171113271,32.937673469387754,4489.584786509503,40.687902040816326,967.321881068155,0
كتابي الاول المصور الحروف الاشكال والالوان الارقام,29.0,5.0,1,Unknown,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/1/8/5/b/185b25e758673b74918ea58b6e7e49ffae339edb_585857.jpg",134.33589387755103,186.9667346938776,174.66142857142856,64.358067624894,21.27220408163265,7374.689687749297,135.15755918367347,482.9588651327948,1
الكتاب الكبير للانشطة الرائعة,49.0,5.0,1,Unknown,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/9/d/4/e/9d4e7d7b1c49f7adf15fcc8434ecd3cbdf2ea753_586093.jpg",187.876293877551,198.41757551020407,153.98364081632653,60.9595336391094,20.818408163265307,6558.8528716921655,100.52114285714286,578.905293754269,1
أساطير العالم بايجاز,35.0,5.0,1,Mark Daniels.,Paperback,History & Culture,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/0/5/7/6/0576fb396180de1f525f78446650084369871981_594705.jpg",160.52728979591836,164.46465306122448,186.60501224489795,85.7565119316406,32.30069387755102,6696.538506543539,69.2718612244898,2925.687934053877,1
العيون الفضية خمس ليال في مطعم فريدي رواية مصورة,49.0,5.0,1,Scott Booth.,Paperback,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/d/a/5/d/da5d9f761120ffa32fa27f34e43ebddef056f247_613512.jpg",121.11155102040816,109.35065306122448,108.6461306122449,105.45504022253525,23.10195918367347,11332.139988471909,78.90364897959184,863.4538414921117,1
الاب الغني الاب الفقير مع تحديثات من أجل عالم اليوم,79.0,5.0,1,Robert T. Kiusaki,Paperback,Business & Finance,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/e/6/f/3/e6f368210f5b51045032371a774932eecde42d29_608932.jpg",152.81770612244898,135.8397387755102,135.62429387755105,90.92842494408865,17.487795918367347,8464.716712335276,56.755265306122446,784.7295020397503,1
كتاب الفلسفة,129.0,5.0,1,A series of big ideas is simply explained.,غلاف مقوى,Politics & Social Sciences,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/c/1/c/9/c1c91c6acafc6aaa0ba56610b6bfa690fcdb97e0_561985.jpg",225.2385959183673,193.0995755102041,56.71465306122449,61.82506855707802,24.80681632653061,11262.121669997936,193.21268571428573,1911.0588081632648,1
المتميز في مقياس موهبة 9-10 الطبعة الخامسة,90.0,5.0,1,Ibrahim Qashir,Paperback,Education & Reference,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/2/2/c/0/22c02b48171d7082bb8f15641e2d78df1b415af5_638421.jpg",188.39315918367348,184.80514285714287,168.6856,69.03923425276732,22.01534693877551,5959.3302719771655,60.63892244897959,573.033606304773,1
لا تصدق كل ما تفكر فيه لماذا يعد تفكيرك بدايه و نهاية المعاناة,29.0,5.0,1,Joseph Niwin.,Paperback,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/8/4/5/6/845682015a05076368665e197f34f5118875f4b5_620681.jpg",247.5431836734694,247.5431836734694,247.5431836734694,32.27504179587453,9.250775510204084,1041.6783229254477,0.0,892.4569713933193,0
أميرات ديزني كتاب المتعة الكبير,35.0,5.0,1,Greer's library.,Paperback,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/493453.jpg",166.80020408163264,147.20727346938776,174.49694693877552,70.9128653036148,20.606081632653066,4919.638317099253,73.88262040816326,765.6072651885715,1
سيكولوجية البيع زد من مبيعاتك أسرع وأسهل مما كنت تعتقد من قبل,39.0,5.0,1,Brian Tracy.,Paperback,Business & Finance,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/494140.jpg",227.24614693877552,186.07964897959184,189.3113224489796,77.60599439418284,16.33665306122449,7496.3328760297345,58.99190204081633,1088.649711518534,0
كتاب الانشطة الكبير للبنات,45.0,5.0,1,Greer's library.,Paperback,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/503728.jpg",179.29617142857143,111.67403265306122,188.40914285714285,86.00667149677547,16.45530612244898,7864.452050564858,138.53902040816325,765.146570270654,1
فن قول لا كيف,27.0,5.0,1,Damon Zahariyad.,Paperback,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/3/538028.jpg",237.3329959183673,154.0861632653061,129.80742857142857,65.80124999558791,9.973102040816327,8219.0856050827,121.37407346938777,360.4709958831154,1
لا تكن لطيفا أكثر من اللازم كيف تتجنب تسعة أخطاء ضارة بك,39.0,5.0,1,Duke Robinson.,Paperback,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/8/1/e/4/81e434ec2e51a38f04a0f21fc0ae28cd5d817027_198814.jpg",221.5807836734694,214.42422040816328,208.9844326530612,79.57090581479089,14.719224489795918,6823.485957669964,25.85439183673469,1335.6475183379594,0
مذكرة الهدوء,32.0,5.0,1,I'm Barnes.,Paperback,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/549575.jpg",215.56661224489795,224.57493061224488,230.4253306122449,44.8128559000309,7.433510204081632,2051.36406636965,18.62811428571429,590.5569142857142,0
