Title,Price,Rating,Num Of Reviews,Author,Book Type,Genre,Cover Image,Mean_Red,Mean_Green,Mean_Blue,Contrast,Edge_Complexity,Color_Variance,Color_Saturation,Sharpness,Interesting
شركاء في الجريمة,37.0,4.3,3,Agatha Christie.,Paperback,Fiction Genres,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/2/321383.jpg",141.85228571428573,141.91930612244897,144.2369469387755,107.13643604175212,13.495224489795918,11425.054702102894,55.99064489795919,731.6092571428571,1
المتميزون قصة نجاح,34.0,5.0,2,Malcolm Galadwell,Paperback,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/4/348039.jpg",239.82573877551025,238.6990857142857,239.3331836734694,45.64040042480831,9.24869387755102,2018.335231014959,4.298448979591837,647.7240162303041,0
كتاب لغة الجسد كيف تقرأ الافكار والنوايا الخفية لكل شخص,35.0,5.0,1,Marianne Carinec/Gregorje Hartley,Paperback,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/365509.jpeg",243.40231020408163,240.3526857142857,239.91269387755105,42.9832017343583,12.762489795918368,1892.0747921235488,7.142375510204082,912.7747509910204,0
الكتاب الصغير لالعاب المخ الكبيرة,53.0,5.0,1,Ivan Mosković,Paperback,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/8/382945.jpg",228.00595918367347,224.59168163265304,212.20368163265303,60.594999794523964,19.423714285714286,4757.888064023368,41.89169795918368,1169.8455346938777,0
قراءة الوجوه بسرعة ويسر,45.0,4.0,1,Richard Webster.,Paperback,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/1/410998.jpg",220.32135510204083,177.44622857142858,136.0921632653061,68.59336224446211,13.053918367346938,7372.337833389709,106.8680163265306,611.9566368740358,1
المستثمر الذكي الكتاب الشامل حول الاستثمار القائم علي مبدأ القيمة,145.0,5.0,2,Benjamin Graham.,Paperback,Business & Finance,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/426451.jpg",196.9918612244898,124.17340408163264,120.96783673469388,87.9377875687638,14.265428571428572,9443.334504100878,124.33684897959184,654.5926122448315,1
اللغة الانجليزية,18.0,5.0,1,Greer's library.,Paperback,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/446374.jpg",150.19047346938777,163.8249551020408,182.73044897959184,66.27200071926211,28.703632653061224,5330.975462284049,107.71408163265306,1352.9388037408414,1
الراهب الذي باع سيارته الفيراري قصة خيالية حول تحقيق أحلامك وبلوغ مصيرك,45.0,5.0,2,Robin Sharma.,Paperback,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/2/8/282871.jpg",205.86514285714287,213.8129551020408,193.18243265306123,57.71193652845561,18.863755102040816,3921.2482269074926,43.08751836734694,886.5812489235485,0
تنمية العقل لسن 3 سنوات فما فوق كتاب أنشطة,18.0,5.0,1,Drum Land.,Paperback,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/446376.jpg",185.3847183673469,161.59627755102042,159.6958857142857,74.57915185988202,32.76489795918367,6220.10349054765,84.20364081632653,1344.207332418159,1
أحبك يا أبي عربي انجليزي,35.0,5.0,1,Arlene.,Paperback,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/446757.jpg",165.42486530612246,166.00609795918368,110.0446693877551,71.46009235629198,28.01669387755102,8537.320363050769,135.0941306122449,1064.5869679779423,1
أحبك يا أمي عربي انجليزي,35.0,5.0,1,Arlene.,Paperback,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/4/446758.jpg",216.60655510204083,158.24271020408165,174.29890612244898,63.49089749738809,33.61004081632653,5536.814352417596,93.56311836734696,872.882424478534,1
كن الافضل في وول ستريت كيف تستخدم ما تعرفه بالفعل لتكسب مالا,59.0,5.0,1,John Rothschild/Peter Lynch,Paperback,Business & Finance,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/450790.jpg",158.02262040816328,146.63338775510204,136.50029387755103,93.81020377097288,20.11481632653061,9655.773369872852,60.62557551020408,802.5095000232567,1
الخمسة المشتبه بهم القرود الخمسة الصغيرة,37.0,5.0,1,Agatha Christie.,Paperback,Fiction Genres,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/6/5/b/4/65b468a50c818a0b3bfb60026d067153436e19dc_451326.jpg",181.27638367346933,148.8158530612245,156.84341224489796,88.42616265893062,17.171387755102042,8088.897235121,55.554391836734695,588.4509051945688,1
كتاب التلوين للكبار تصميمات للحيوانات تساعد على التخلص من التوتر,45.0,5.0,1,Greer's library issues.,Paperback,"Arts, Crafts, & Hobbies","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/457899.jpg",111.91990204081632,108.18415510204082,106.74470204081632,95.62905312637768,32.72326530612245,9264.800470713284,39.71101224489796,2281.2868599642816,1
التلوين الباعث على السعادة والنشاط فن الوعي التام,45.0,5.0,1,Greer's library issues.,Paperback,"Arts, Crafts, & Hobbies","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/458469.jpg",184.9303673469388,156.44769795918367,168.65072653061225,60.43916623425668,43.454081632653065,3573.6910997289738,53.01609795918368,2863.2623420238897,1
الالهام صفحات ابداعية من أجل الاسترخاء والاستمتاع,30.0,5.0,1,Valentina Harper.,Paperback,"Arts, Crafts, & Hobbies","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/458848.jpg",212.37639183673468,219.08249795918368,217.0705632653061,55.87259428343812,39.459428571428575,3339.983917218462,26.483028571428573,2580.985764857709,0
مكتبتي الصغيرة حكايات البنات,59.0,5.0,1,My little library series.,Paperback,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/464486.jpg",139.93879183673468,113.86302040816328,144.49902040816326,60.51952595960037,33.73285714285714,3946.4907244581127,85.72857959183673,1206.6957488848975,1
ارسم ولون كتاب أنشطة وتلوين ممتع,20.0,5.0,1,Greer's library.,Paperback,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/477861.jpg",229.1184,233.1927673469388,218.7090448979592,48.6164810308542,13.840775510204082,3665.307638960981,34.66494693877551,636.843557974777,0
كن آمنا داخل المدرسة,19.0,0.0,0,Be safe.,كتاب فلين,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/477599.jpg",225.2655918367347,214.49531428571427,197.97275102040817,55.19169300774914,14.74004081632653,3929.811650822314,45.05654693877551,422.0164451171345,0
كن آمنا داخل السوق,19.0,0.0,0,Be safe.,كتاب فلين,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/477600.jpg",216.1022758902988,216.2604093327876,216.06681129758493,53.07385995347297,21.02210397052804,3137.8239435339383,28.33373720835039,744.3137735302934,0
كن آمنا على الطريق,19.0,0.0,0,Be safe.,كتاب فلين,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/477602.jpg",221.05087346938777,206.78669387755104,196.31779591836727,61.47637070790947,15.306244897959184,4545.427070409372,45.61909387755102,520.3657810186422,0
لماذا أسئلة يطرحها الاطفال,35.0,0.0,0,Greer's library.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/477604.jpg",159.82263673469387,201.6401306122449,79.03155102040816,44.596532079719225,19.253020408163263,7031.413595506199,168.3868244897959,543.618260485531,1
قصص يتشارك الاطفال في قرائتها 5 حكايات للمتعة,39.0,0.0,0,5 tales of joy,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/478141.jpg",203.5270693877551,213.45940408163264,232.3917551020408,34.78579236431536,13.389061224489796,1357.2481292839905,38.38677551020408,245.19889189877543,0
قوة الثقة بالنفس كيف تصبح شخصا شجاعا لا يمكن ايقافه,50.0,0.0,0,Brian Tracy.,غلاف مقوى,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/476108.jpg",194.37233469387755,171.68072653061225,184.90702040816328,96.49716326912149,10.279102040816326,9764.452505033274,70.31108571428571,988.7891755099376,1
حكايات لخمس دقائق قصص وقت النوم كنز مكون من 5 قصص يجب مشاركتها,25.0,0.0,0,Five-minute story series.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/504088.jpg",143.39222040816327,123.59735510204082,130.69450612244898,78.68453169894606,21.99036734693877,7774.897870257764,135.68212244897958,653.1391918313368,1
16 قصة أخلاقية رائعة الجزء الاول,45.0,0.0,0,Greer's library.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/504108.jpg",178.3465387755102,195.88764081632647,182.65688163265307,53.04945067833788,15.982775510204082,3935.303576609561,73.28138775510205,520.8336374427322,0
16 قصة أخلاقية رائعة الجزء الثاني,45.0,0.0,0,Greer's library.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/504111.jpg",218.73578775510205,192.0943428571429,120.19128979591837,52.98311910094295,19.627714285714287,6627.655023848389,123.63829387755102,627.0371028388172,1
حكايات جحا,49.0,0.0,0,Greer's library.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502664.jpg",176.00627755102042,169.08728163265306,122.79571428571428,72.94118015592889,21.848816326530613,7094.28274113863,111.92431020408164,497.9412571787755,1
365 قصة للبنات,49.0,0.0,0,Greer's library.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/502670.jpg",196.2824897959184,138.89059591836735,147.73004897959183,69.39755117945366,27.54416326530612,6820.544328885512,118.74324897959184,539.9003367479551,1
ديزني ملكة الثلج 5 دقائق من كنز الحكايات,29.0,0.0,0,Greer's library.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/493440.jpg",152.3072163265306,173.26989387755103,174.5525142857143,63.62936266156766,26.199428571428573,4174.313925344877,54.990204081632655,920.8169071592836,1
صوفيا تصبح أميرة مجموعة قصص قصيرة,35.0,0.0,0,Greer's library.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/493445.jpg",177.7507836734694,139.54584489795917,125.21389387755102,56.04570977816865,31.42016326530612,5242.530847561508,121.33464489795918,679.2918729443398,1
أميرات ديزني 5 دقائق من كنز الحكايات,39.0,0.0,0,Greer's library.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/493448.jpg",218.7311673469388,181.40512653061225,183.9165142857143,45.52715134807895,17.999877551020408,3825.6868039764113,79.02184489795918,300.27998295270305,0
ديزني بيكسار مجموعة قصص قصيرة,35.0,0.0,0,Greer's library.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/493454.jpg",103.05377142857142,94.32384489795918,88.6289224489796,40.42951766247928,16.973632653061223,3160.3864378797653,151.04329795918366,395.4726914908121,1
ديزني ملكة الثلج فروزن محموعة قصص قصيرة,35.0,0.0,0,Greer's library.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/9/493457.jpg",133.5009142857143,135.58162448979593,121.43017142857144,57.80047291115145,27.62326530612245,4016.403289986588,91.99822040816326,475.1097985239483,1
اصنع ديناصورك مليء بحقائق الديناصورات الشرسة,25.0,5.0,1,Greer's library.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518191.jpg",170.89364081632652,169.6718775510204,150.70160816326532,82.08007114630927,33.73077551020408,7786.630120470329,68.07208163265307,1323.5963631432903,1
1001 شيء للبحث عنها القراصنة,30.0,0.0,0,1001 things to look for.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518206.jpg",129.54814693877552,168.2368244897959,174.54790204081633,60.83640880534558,39.10763265306122,5816.830537341079,115.03711836734692,1745.774389835902,1
1001 شيء للبحث عنها لاعبة الاستعراض,30.0,0.0,0,1001 things to look for.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518207.jpg",169.74322448979592,119.48725714285716,153.42128163265306,77.61910891063424,40.12555102040816,6359.679653123931,120.32847346938776,1247.5620684477467,1
1001 شيء للبحث عنها مدرسة المسرح,30.0,0.0,0,1001 things to look for.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518209.jpg",210.33420408163263,139.7819836734694,150.06017142857144,56.266387952335855,27.26522448979592,6378.778196767526,142.64594285714287,675.2221951549521,1
حكايات الخمس دقائق حكايات عن الخيول,25.0,0.0,0,Five-minute story series,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518210.jpg",152.83019591836734,181.70248163265308,163.9041224489796,55.74638256713927,24.24269387755102,6477.855753020954,129.29515102040816,756.9501142563265,1
حكايات الخمس دقائق حكايات عن الارانب,25.0,0.0,0,Five-minute story series,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518211.jpg",149.67311020408164,164.12634285714284,137.68631020408162,63.49555371498394,24.87967346938776,7308.0255366631645,143.32937142857142,853.4434245844898,1
حكايات الخمس دقائق حكايات عن الكلاب,15.0,0.0,0,Five-minute story series,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518212.jpg",179.10139591836736,174.8773469387755,164.32914285714287,67.89362416047804,26.189020408163262,7139.491227013516,106.43377959183674,863.0646304908955,1
حكايات الخمس دقائق حكايات عن القطط,25.0,0.0,0,Five-minute story series,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/518213.jpg",157.6052,183.8738775510204,132.58003265306124,56.60268218593208,23.27889795918368,6887.316180483457,137.1733306122449,781.4910135360267,1
ملكة الثلج فروزن مجموعة قصصية,36.0,0.0,0,Disney.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/521414.jpg",131.4554775510204,160.48768163265305,196.73503673469384,61.52589938059029,25.45628571428572,4820.708523502311,105.3219836734694,571.5197057959183,1
365 سؤالا واجابة مدهشة,46.0,0.0,0,Greer's library.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/2/522840.jpg",213.7043918367347,157.8573387755102,116.91644081632651,67.1605616072234,29.95885714285714,8021.78546633143,125.1811836734694,892.2656997783588,1
حكايات ايسوب اكتشف عالم حكايات الحيوانات العجيب,19.0,0.0,0,Find out the world of wonder animal stories.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/4/346666.jpg",187.4183346938776,135.45150204081634,111.23496326530612,74.2095909907541,33.7994693877551,8628.204894854967,134.44550204081634,1069.1181782987755,1
العب وتعلم الارقام,25.0,0.0,0,Play chain and learn.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/5/357966.jpg",118.8216401043176,173.14336134453782,160.38720370906984,56.12428757941942,19.053694581280787,7517.901224402551,179.50710518690235,981.5088499496828,1
كتابى الكبير للكلمات يحوي ما يزيد على 1000 كلمة بسيطة للاطفال,35.0,0.0,0,Unknown,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/5/358317.jpg",205.27327346938776,200.79739591836736,174.15212244897958,59.736528795627535,17.444081632653063,4881.556182825571,69.11746938775511,726.5707616535775,0
صوفي والقصيدة المثالية العادات 7 للاطفال السعداء العادة 6,9.0,0.0,0,Shawn Kofi,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/517285.jpg",221.1961469387755,193.3903836734694,169.2286530612245,33.34080987758138,24.975428571428573,2906.7408669010138,83.32454693877551,672.3534608885632,0
تعلم الانجليزية في 1000 كلمة,35.0,0.0,0,I'm Serena Fard.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/3/330695.jpg",173.90022857142858,177.4767591836735,183.4908081632653,58.11127417970261,32.12167346938776,3827.366249392198,56.2458693877551,1067.1099542403333,0
جوجو وفطيرة الجوز العادات 7 للاطفال السعداء العادة 4,9.0,0.0,0,Shawn Kofi,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/517287.jpg",218.24699591836736,208.4176734693877,160.71290612244897,41.9574505136247,24.77351020408163,2832.891389569095,79.83091428571429,887.9557947076052,0
365 حكاية,49.0,0.0,0,365 tale series,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/3/334983.jpg",169.7701841997544,146.99300040933278,158.71186246418338,72.97328207344982,18.729922226770363,5824.071139712994,107.5367171510438,483.5038734426128,1
ليلي والبسكويت المقزز العادات 7 للاطفال السعداء العادة 5,9.0,0.0,0,Shawn Kofi,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/517289.jpg",220.7126448979592,208.68915102040816,167.1229632653061,41.62328862149416,26.207755102040817,3104.08663029968,86.50690612244898,934.3195361436734,0
أفضل 365 حكاية,49.0,0.0,0,356 tale series,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/3/334984.jpg",199.0717224489796,131.36699591836734,124.36351020408163,80.42832148894709,20.22930612244898,8367.620721625037,128.33609795918366,609.0561946209746,1
الدب جوب وجده العادات 7 للاطفال السعداء العادة 7,9.0,0.0,0,Shawn Kofi,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/5/1/517291.jpg",200.76345306122448,206.1603346938776,177.45567346938776,40.09970315176462,24.59657142857143,2566.1214595233027,65.52897142857142,772.5997253661641,0
قاموس الاطفال المصور 2000 كلمة للاطفال من سن سبع سنوات الى ثماني سنوات,49.0,0.0,0,Sonal Bharara.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/5/352641.jpg",221.9269959183673,197.21169795918368,113.75829387755104,51.87359071225445,18.61812244897959,7691.084570601795,139.62142857142857,457.9562676220908,1
أنا أحب حيوانات المزرعة,25.0,0.0,0,Unknown,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/4/341792.jpg",198.9191102040816,186.0413551020408,158.96693877551022,69.15622861865457,24.7110612244898,6255.555197645804,78.6786612244898,609.579246161033,1
أنا أحب الحيوانات البرية,25.0,0.0,0,Unknown,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/4/341793.jpg",172.85885714285715,157.97665306122448,130.65138775510204,70.70602693819782,25.47085714285714,6372.540937842381,92.5628163265306,527.5653226446315,1
المس واستشعر الحيوانات من حولنا,29.0,0.0,0,The chain of my best friends.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/360461.jpg",197.51597551020407,189.3870612244898,138.37060408163265,47.86436540703125,22.454571428571427,5643.873723615597,122.07104489795918,577.8516112353185,1
المس واستشعر صغار الحيوانات,29.0,0.0,0,The chain of my best friends.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/360462.jpg",213.7554448979592,188.4951918367347,143.02955918367346,48.07477976739189,20.021142857142856,6009.377663995734,119.6211918367347,602.0061223994002,1
المس واستشعر حيوانات المزرعة,29.0,0.0,0,The chain of my best friends.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/360463.jpg",143.81554285714284,160.22977959183677,126.41797551020407,42.02472172653441,21.7634693877551,5187.563488424149,148.46949387755103,651.9606973171844,1
المس واستشعر الحيوانات البرية,29.0,0.0,0,The chain of my best friends.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/360464.jpg",185.15525714285715,167.22203265306123,145.73642448979592,59.427221905652296,16.60934693877551,5153.061795882084,104.74789387755102,371.8738760087297,1
من أنا ؟ القطة,25.0,0.0,0,A series of me.,كتاب فلين,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/362138.jpg",117.0192,136.0908081632653,127.92059591836734,71.62678433263984,22.958326530612243,8626.29904423156,184.19986938775511,515.6734395502542,1
من أنا ؟ الاسد,25.0,0.0,0,A series of me.,كتاب فلين,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/362139.jpg",155.59940408163266,131.7503918367347,96.5801387755102,73.51691186162024,23.054081632653062,7910.548959301112,159.12648979591836,639.1094069787588,1
مغامرات القطة قطقوطة,25.0,0.0,0,Small animal story series,كتاب فلين,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/362141.jpg",210.7798612244898,195.91168163265303,169.92182040816326,60.79980129012223,20.277183673469388,5104.834701790781,63.03382040816327,354.673016790404,0
مغامرات البطة بطوطة,25.0,0.0,0,Small animal story series,كتاب فلين,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/3/6/362143.jpg",228.09089795918368,193.1685224489796,172.23914285714287,58.37012369166403,18.49114285714285,5250.17805963459,82.65022857142857,392.557745958584,0
