,Title,Price,Rating,Num Of Reviews,Author,Book Type,Genre,Cover Image
249,ßäÒí ãä ÍßÇíÇÊ æŞÊ ÇáÑÇÍÉ ãÌãæÚÉ ÑÇÆÚÉ ãä ÇáŞÕÕ ÇááØíİÉ áæŞÊ Çáäæã,39,Null,Null,ını/ıaı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/464472.jpg"
250,1001 ÔíÁ ááÈÍË ÚäåÇ ÇáÇãíÑÇÊ ÇÚËÑí Úáì 12 ãİÊÇÍÇ ĞåÈíÇ İí ÇáããáßÉ,30,5,(1 review),ıÇÕÏÇÑÇÊ ãßÊÈÉ ÌÑíÑı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Children Books,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/464481.jpg"
251,ÇáÇÏÇÑÉ ãßÊÈÉ ÈÑÇíä ÊÑÇÓí ááäÌÇÍ,27,Null,Null,ıÈÑÇíä ÊÑÇÓíı,ÛáÇİ ãŞæì,"Jarir Publications Books,, Business & Management,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/6/465329.jpg"
252,A Good Girl's Guide to Murder,49,4.9,(22 reviews),Holly Jackson,Paperback,"Best Sellers,, Fiction & Literature","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/1/e/e/0/1ee09ec030b8bf1292397dad15905b78f2405a4e_546306.jpg"
253,The Housemaid's Secret - This Perfect Home Has One Rule. Don't Look Behind Closed Doors.,69,Null,Null,Freida McFadden,Paperback,"Fiction & Literature,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/d/7/b/7/d7b73287d9e877a403222d348669c8c0163eb6a8_620418.jpg"
254,The Fury - There were Seven of Us on The Island. One of Us was a Murderer...,69,Null,Null,Alex Michaelides,Paperback,"Fiction & Literature,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/4/e/a/d/4eadd41f82ee18ef8de81686bb17e2032d331327_627725.jpg"
255,The Unfortunate Side Effects of Heartbreak and Magic - A Novel,59,Null,Null,Breanne Randall,Paperback,"Fiction & Literature,, New Arrivals,, Best Sellers","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/0/8/5/3/0853840026abfc5adf63e69dc47b2e4026886249_628356.jpg"
256,Emily Wilde's Encyclopaedia of Faeries,49,Null,Null,Heather Fawcett,Paperback,"Fiction & Literature,, New Arrivals,, Best Sellers","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/9/5/a/e/95ae216596cc4208be681633436e5e5f0068071f_631862.jpg"
257,The Coworker - You See Her Everyday,59,Null,Null,Freida McFadden,Paperback,"Fiction & Literature,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/e/f/d/e/efdeb7bf689da620fb5f36fdb09530b836d231f8_632504.jpg"
258,Psychology of Money - Timeless Lesson on Wealth,79,Null,Null,Morgan Housel,Paperback,"Business & Management,, Best Sellers","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/563138.jpg"
259,Dune,59,5,(1 review),Frank Herbert,Paperback,"Fiction & Literature,, Science Fiction,, Best Sellers","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1/delta/559663.jpg"
260,Rich Dad Poor Dad,49,Null,Null,Robert Kiyosaki,Paperback,"Business & Management,, Best Sellers,","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/1/c/b/7/1cb754763fb1d5badbcd73e5ec4e47b5257b69f5_581225.jpg"
261,The Final Gambit,55,Null,Null,Jennifer Lynn Barnes,Paperback,"Best Sellers,, Fiction & Literature","https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/f/e/2/c/fe2c2f711fc88a5a48a1cc60b98cf1932b9be728_593388.jpg"
262,ßÊÇÈ ÇáÊÍÕíáí Úáãí 46-47 (2025),SARÂ 98.00,4.3 out of 5 stars,8,Nasser bin Abdulaziz Al-Abdulkarim,Paperback,Graduate School Test Guides,"https://images-eu.ssl-images-amazon.com/images/I/711G5sHK6QL._AC_UL300_SR300,200_.jpg"
263,El Sharq library ÇáãÚÇÕÑ 9 ÊÇÓíÓ ßãí 2/1 æÑŞí æãÍæÓÈ,SARÂ 107.58,4.5 out of 5 stars,218, ÚãÇÏ ÇáÌÒíÑí,Paperback,Graduate School Test Guides,"https://images-eu.ssl-images-amazon.com/images/I/61bz3P6Bv4L._AC_UL300_SR300,200_.jpg"
264,Coloriages mystères Pixar,SARÂ 109.10,4.7 out of 5 stars,"2,603",Jérémy Mariez,Paperback,Self-Help,"https://images-eu.ssl-images-amazon.com/images/I/81yEhlMz2HL._AC_UL300_SR300,200_.jpg"
265,Coloriages mystères Disney Princesses: Coloriez les chiffres et découvrez l'image,SARÂ 109.10,4.7 out of 5 stars,"5,847",Jérémy Mariez,Paperback, Sports & Outdoors,"https://images-eu.ssl-images-amazon.com/images/I/81EqE1+IxzL._AC_UL300_SR300,200_.jpg"
266,My First 365 Coloring Book: Jumbo Coloring Book for Kids (with Tear Out Sheets),SARÂ 29.00,4.6 out of 5 stars,"1,618",Wonder House Books,Paperback,Literature & Fiction for Children,"https://images-eu.ssl-images-amazon.com/images/I/71ge72GnrpL._AC_UL300_SR300,200_.jpg"
267,My First Library : Boxset Of 10 Board Books For Kids: Boxset for Kids (Pack-1),SARÂ 45.00,4.6 out of 5 stars,"80,641",Wonder House Books,Board book,Literature & Fiction for Children,"https://images-eu.ssl-images-amazon.com/images/I/711c-uf6AFL._AC_UL300_SR300,200_.jpg"
268,The Power of your Subconscious Mind,SARÂ 35.00,4.5 out of 5 stars,"14,101",Joseph Murphy,Paperback,Self-Esteem,"https://images-eu.ssl-images-amazon.com/images/I/61WMgOHyDaL._AC_UL300_SR300,200_.jpg"
269,ãĞßÑÇÊ ÃÎÕÇÆí äİÓí - äæÑÉ ãÍãÏ ÇáßíÇá,SARÂ 80.50,,, äæÑÉ ãÍãÏ ÇáßíÇá,Paperback,Psychology & Counseling,"https://images-eu.ssl-images-amazon.com/images/I/61h6o5j-SxL._AC_UL300_SR300,200_.jpg"
270,Coloriages mystères Disney - Les Grands classiques Tome 11,SARÂ 109.10,4.5 out of 5 stars,779,Jérémy Mariez,Paperback,Literature & Fiction for Children,"https://images-eu.ssl-images-amazon.com/images/I/816OVZU20cL._AC_UL300_SR300,200_.jpg"
271,İÇÊÊäí ÕáÇÉ,SARÂ 26.00,4.7 out of 5 stars,300,ÇÓáÇã ÌãÇá ,Paperback,Literary Fiction,"https://images-eu.ssl-images-amazon.com/images/I/61Cc+xopBNL._AC_UL300_SR300,200_.jpg"
272,Iron Flame: 2,SARÂ 89.00,4.6 out of 5 stars,"12,895",Rebecca Yarros,Hardcover,Literature & Fiction,"https://images-eu.ssl-images-amazon.com/images/I/917Bc9C1MlL._AC_UL300_SR300,200_.jpg"
273,Creative Haven Main Street Coloring Book,SARÂ 35.00,4.7 out of 5 stars,"2,466",Teresa Goodridge,Paperback,Crafts & Hobbies,"https://images-eu.ssl-images-amazon.com/images/I/91XP39IVwfL._AC_UL300_SR300,200_.jpg"
274,"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",SARÂ 55.00,4.7 out of 5 stars,"20,420",Morgan Housel,Paperback,Finance,"https://images-eu.ssl-images-amazon.com/images/I/81wZXiu4OiL._AC_UL300_SR300,200_.jpg"
275,100 First Words (Ms. Rachel),SARÂ 42.07,4.8 out of 5 stars,119,Ms. Rachel,Board book,Early Learning for Children,"https://images-eu.ssl-images-amazon.com/images/I/811bt83wB7L._AC_UL300_SR300,200_.jpg"
276,101 Unicorn Colouring Book: Fun Activity Colouring Book for Children,SARÂ 21.95,4.6 out of 5 stars,"2,313",Wonder House Books,Paperback,Children's Books on Crafts & Hobbies,"https://images-eu.ssl-images-amazon.com/images/I/71Xde5joqVL._AC_UL300_SR300,200_.jpg"
277,First 100 Words: A Padded Board Book,SARÂ 49.00,4.7 out of 5 stars,"36,315",Roger Priddy,Board book,Literature & Fiction for Children,"https://images-eu.ssl-images-amazon.com/images/I/71aMpgf078L._AC_UL300_SR300,200_.jpg"
278,The Housemaid,SARÂ 76.26,4.7 out of 5 stars,"15,956",Freida McFadden,Paperback,Psychological Fiction,"https://images-eu.ssl-images-amazon.com/images/I/81AHTyq2wVL._AC_UL300_SR300,200_.jpg"
279,Golden Books The Tale of Peter Rabbit,SARÂ 9.00,4.8 out of 5 stars,"1,894",Beatrix Potter,Hardcover,Early Learning for Children,"https://images-eu.ssl-images-amazon.com/images/I/91aZJmKeqUL._AC_UL300_SR300,200_.jpg"
280,"Cambridge University Press Unlock Level 3 Reading, Writing, & Critical Thinking Students Book",SARÂ 126.00,4.7 out of 5 stars,18,Carolyn Westbrook,Paperback,Higher & Continuing Education,"https://images-eu.ssl-images-amazon.com/images/I/71-pRNI-CUL._AC_UL300_SR300,200_.jpg"
281,ÇááíÇáí ÇáÈíÖÇÁ,SARÂ 29.00,4.6 out of 5 stars,61,ÏæÓÊæíİÓßí ,Paperback,Literary Fiction,"https://images-eu.ssl-images-amazon.com/images/I/813axjGRhzL._AC_UL300_SR300,200_.jpg"
282,Best of Babies,SARÂ 109.10,4.7 out of 5 stars,170,Collectif,Paperback,Literature & Fiction for Children,"https://images-eu.ssl-images-amazon.com/images/I/716wZKBSleL._AC_UL300_SR300,200_.jpg"
283,A Man Called Ove,SARÂ 40.00,4.6 out of 5 stars,"18,053",Fredrik Backman,Paperback,Humorous Fiction,"https://images-eu.ssl-images-amazon.com/images/I/81g2oEdeGTL._AC_UL300_SR300,200_.jpg"
284,The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery,SARÂ 65.00,4.7 out of 5 stars,"12,555",,Paperback,Motivational Self-Help,"https://images-eu.ssl-images-amazon.com/images/I/71AHFDEpkdL._AC_UL300_SR300,200_.jpg"
285,Colouring Books For Kids (Pack Of 12 Books For Children ),SARÂ 44.51,4.4 out of 5 stars,"5,345",Wonder House Books,Paperback,Literature & Fiction for Children,"https://images-eu.ssl-images-amazon.com/images/I/81ZiMSpnmDL._AC_UL300_SR300,200_.jpg"
286,"Good Vibes, Good Life: How Self-Love Is the Key to Unlocking Your Greatness: OVER 2 MILLION COPIES SOLD",SARÂ 69.00,4.7 out of 5 stars,"25,801",Vex King,Paperback,Motivational Self-Help,"https://images-eu.ssl-images-amazon.com/images/I/61EuEW9rABL._AC_UL300_SR300,200_.jpg"
287,White Nights,SARÂ 19.00,4.6 out of 5 stars,"1,489",Fyodor Dostoyevsky,Mass Market Paperback,Genre Fiction,"https://images-eu.ssl-images-amazon.com/images/I/51lMJWnnRDL._AC_UL300_SR300,200_.jpg"
288,Orientalism: Western Conceptions of the Orient,SARÂ 84.29,4.6 out of 5 stars,"1,625",Edward W. Said,Paperback,History,"https://images-eu.ssl-images-amazon.com/images/I/81CGJE1QyKL._AC_UL300_SR300,200_.jpg"
289,Mandala: Colouring Books For Adults With Tear Out Sheets (Adult Colouring Book) Paperback,SARÂ 25.58,4.5 out of 5 stars,"5,040",Wonder House Books,Paperback,Drawing,"https://images-eu.ssl-images-amazon.com/images/I/91-40jIWD4S._AC_UL300_SR300,200_.jpg"
290,ÇáİŞÑÇÁ,SARÂ 39.00,4.6 out of 5 stars,53,various,Paperback,Literary Fiction,"https://images-eu.ssl-images-amazon.com/images/I/61G-1AW1NAL._AC_UL300_SR300,200_.jpg"
291,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,SARÂ 89.00,4.8 out of 5 stars,"72,969",James Clear,Hardcover,Business Management,"https://images-eu.ssl-images-amazon.com/images/I/81ANaVZk5LL._AC_UL300_SR300,200_.jpg"
292,GRAPHIX Dog Man 10: Mothering Heights (The New BlockbUSting International Bestseller),SARÂ 50.91,4.9 out of 5 stars,"22,481",Dav Pilkey,Hardcover,Mysteries & Detective Stories for Children,"https://images-eu.ssl-images-amazon.com/images/I/81Cx8j-Db4L._AC_UL300_SR300,200_.jpg"
293,"Tuesdays With Morrie: An old man, a young man, and life's greatest lesson",SARÂ 42.00,4.6 out of 5 stars,"8,309",Mitch Albom,Paperback,Philosophy,"https://images-eu.ssl-images-amazon.com/images/I/71nUyVAUJfL._AC_UL300_SR300,200_.jpg"
294,"Handwriting Practice Book For Kids Ages 6-10: Printing Workbook For Grades 1, 2 & 3, Learn To Trace Alphabet Letters And Numbers 1-100, Sight Words, 101 Jokes: Improve Writing Penmanship",SARÂ 38.32,4.7 out of 5 stars,"5,359",Hippidoo,Paperback,Education Studies & Teaching,"https://images-eu.ssl-images-amazon.com/images/I/61DEi2dDNAL._AC_UL300_SR300,200_.jpg"
295,Blippi: I Like That! Coloring Book with Crayons: Blippi Coloring Book with Crayons,SARÂ 27.99,4.7 out of 5 stars,"3,552",Editors of Studio Fun International,Paperback,Education Studies & Teaching,"https://images-eu.ssl-images-amazon.com/images/I/81ent8SDQkL._AC_UL300_SR300,200_.jpg"
296,"Brown Bear, Brown Bear, What Do You See?",SARÂ 39.00,4.9 out of 5 stars,"49,653",Bill Martin,Board book,Literature & Fiction for Children,"https://images-eu.ssl-images-amazon.com/images/I/81kZ3Gl3WKL._AC_UL300_SR300,200_.jpg"
297,The Four Agreements: Practical Guide to Personal Freedom: A Practical Guide to Personal Freedom (Toltec Wisdom): 1,SARÂ 55.16,4.8 out of 5 stars,"77,045",Don Miguel Ruiz,Paperback,Motivational Self-Help,"https://images-eu.ssl-images-amazon.com/images/I/91rR9gMuOVL._AC_UL300_SR300,200_.jpg"
298,Baby Touch And Feel: Animals (Baby Touch And Feel (Dk Publishing)),SARÂ 29.00,4.7 out of 5 stars,"11,507",DK,Board book,Activity Books for Children,"https://images-eu.ssl-images-amazon.com/images/I/71JgyMLYYSL._AC_UL300_SR300,200_.jpg"
299,Coloriages mystères Disney - Les Grands classiques Tome 10,SARÂ 109.10,4.8 out of 5 stars,561,Jérémy Mariez,Paperback,Drawing,"https://images-eu.ssl-images-amazon.com/images/I/81lpjslIBgL._AC_UL300_SR300,200_.jpg"
300,ÇáÇØáÓ ÇáãÕæÑ ááÇØİÇá - ÇáÚÇáã,SARÂ 29.00,4.5 out of 5 stars,127,ãÌãæÚÉ ãä ÇáãÄáİíä ,Hardcover,Explore the World Books for Children,"https://images-eu.ssl-images-amazon.com/images/I/81LdXwj8lnL._AC_UL300_SR300,200_.jpg"
301,Coloriages Mystères Disney Portraits,SARÂ 109.10,4.6 out of 5 stars,"4,828",Christophe-Alexis Perez,Paperback,Activity Books for Children,"https://images-eu.ssl-images-amazon.com/images/I/81RQHuIg0ZL._AC_UL300_SR300,200_.jpg"
302,A Curse For True Love: the thrilling final book in the Once Upon a Broken: 3,SARÂ 75.04,4.5 out of 5 stars,413,Stephanie Garber,Paperback,Romantic Fantasy,"https://images-eu.ssl-images-amazon.com/images/I/91EHaC+M-RL._AC_UL300_SR300,200_.jpg"
303,No Hitting!,SARÂ 25.00,4.4 out of 5 stars,"1,015",Karen Katz,Paperback,Children's Books on Social Skills,"https://images-eu.ssl-images-amazon.com/images/I/71UvyNwcMDL._AC_UL300_SR300,200_.jpg"
304,The Art of Sourdough Scoring: Your All-In-One Guide to Perfect Loaves with Gorgeous Designs,SARÂ 102.19,4.5 out of 5 stars,168,Brittany Wood,Paperback,"Crafts, Hobbies & Home","https://images-eu.ssl-images-amazon.com/images/I/91G4u-eoQDL._AC_UL300_SR300,200_.jpg"
305,Random House Books for Young Readers The Dragon's Promise: 2,SARÂ 49.00,4.6 out of 5 stars,243,Elizabeth Lim,Paperback,Fantasy for Young Adults,"https://images-eu.ssl-images-amazon.com/images/I/A1XKp-yYXWL._AC_UL300_SR300,200_.jpg"
306,The Art Of Cuphead,SAR228.47,4.9 out of 5 stars,"3,581",Studio MDHR,Hardcover,Digital Art,"https://images-eu.ssl-images-amazon.com/images/I/91EaniW+yML._AC_UL300_SR300,200_.jpg"
307,Coloriages mystÃ¨res Disney - Mickey and friends,SARÂ 109.10,4.8 out of 5 stars,611,Jérémy Mariez,Paperback,Drawing,"https://images-eu.ssl-images-amazon.com/images/I/81gX7wE7VmL._AC_UL300_SR300,200_.jpg"
308,Batman: The Golden Age Omnibus Vol. 1 (2023 Editio,SARÂ 115.12,4.9 out of 5 stars,25,Bob Kane,Hardcover,Manga Comics & Graphic Novels,"https://images-eu.ssl-images-amazon.com/images/I/81fY7Gc-dIL._AC_UL300_SR300,200_.jpg"
309,"Man's Search For Meaning: The classic tribute to hope from the Holocaust Frankl, Viktor E",SARÂ 30.00,4.7 out of 5 stars,"40,355",Viktor E Frankl,Paperback,Textbooks and study guide,"https://images-eu.ssl-images-amazon.com/images/I/61157LApbuL._AC_UL300_SR300,200_.jpg"
310,DK Children Baby Touch And Feel Mealtime,SARÂ 29.00,4.5 out of 5 stars,312,DK,Board book,Children's Early Learning Books on the Alphabet,"https://images-eu.ssl-images-amazon.com/images/I/71Zw8OYPrIL._AC_UL300_SR300,200_.jpg"
311,The Food For Life Cookbook: 100+ Recipes Created with ZOE,SARÂ 147.91,4.5 out of 5 stars,872,Tim Spector,Hardcover,Celebrity & TV Show Cookbooks,"https://images-eu.ssl-images-amazon.com/images/I/71y71Q+YuQL._AC_UL300_SR300,200_.jpg"
312,"Food for Life: The New Science of Eating Well, by the #1 bestsell",SARÂ 108.87,4.6 out of 5 stars,"1,182",Tim Spector,Paperback,Diets,"https://images-eu.ssl-images-amazon.com/images/I/71dKEGV5j0L._AC_UL300_SR300,200_.jpg"
313,Why Has Nobody Told Me This Before?: The No 1 Sunday Times Bestseller 2022,SAR49.00,4.6 out of 5 stars,"8,910",Dr Julie Smith,Paperback,Psychological Therapy,"https://images-eu.ssl-images-amazon.com/images/I/61WA9ViLmML._AC_UL300_SR300,200_.jpg"
314,ONEWorld Publications Sweet Bean Paste: The International Bestseller,SARÂ 77.99,4.7 out of 5 stars,658,Durian Sukegawa,Paperback,Baking,"https://images-eu.ssl-images-amazon.com/images/I/71M5WKI6dJL._AC_UL300_SR300,200_.jpg"
315,"Shifrat Da Vinci: The Da Vinci Code (Arabic Edition), Dan Brown, The Arab Science Publishers",SARÂ 64.00,4.3 out of 5 stars,50,ÏÇä ÈÑÇæä ,Paperback,Historical Mystery,"https://images-eu.ssl-images-amazon.com/images/I/91dDl4qglFL._AC_UL300_SR300,200_.jpg"
316,A Game of Thrones: 1,SARÂ 39.37,4.6 out of 5 stars,311,George R. R. Martin,Mass Market Paperback,Poetry Anthologies,"https://images-eu.ssl-images-amazon.com/images/I/81dvjub+IRL._AC_UL300_SR300,200_.jpg"
317,A Good Girl'S Guide To Murder,SAR49.00,4.7 out of 5 stars,"11,757",Holly Jackson,Paperback,Mysteries & Thrillers for Young Adults,"https://images-eu.ssl-images-amazon.com/images/I/81E3hDPr3eL._AC_UL300_SR300,200_.jpg"
318,"Peter Pauper Press Celestial Journal (Diary, Notebook)",SARÂ 62.46,4.9 out of 5 stars,"9,548",Inc Peter Pauper Press,Diary,Antiques & Collectibles,"https://images-eu.ssl-images-amazon.com/images/I/A15c+pr-6sL._AC_UL300_SR300,200_.jpg"
319,Llama Llama Nighty-Night,SAR29.00,4.8 out of 5 stars,3.244,Anna Dewdney,Board book,Children's Books on Family Life,"https://images-eu.ssl-images-amazon.com/images/I/81VDjQQ+GlL._AC_UL300_SR300,200_.jpg"
320,The Diary of a Bookseller,SARÂ 84.29,4.5 out of 5 stars,771,Shaun Bythell,Paperback,Literary Essays & Correspondence,"https://images-eu.ssl-images-amazon.com/images/I/81wdElKiO2L._AC_UL300_SR300,200_.jpg"
321,Inner Traditions International Muhammad: His Life Based on the Earliest Sources,SARÂ 62.00,4.8 out of 5 stars,"1,905",Martin Lings,Paperback,Islam,"https://images-eu.ssl-images-amazon.com/images/I/81T2sIksH4L._AC_UL300_SR300,200_.jpg"
322,"Teach Yourself Short Stories in English for Beginners: Read for pleasure at your level, expand your vocabulary and learn English the fun way!",SAR74.25,4.7 out of 5 stars,"1,006",Olly Richards,Paperback,Foreign Language Study & Reference,"https://images-eu.ssl-images-amazon.com/images/I/81XOjJK0prL._AC_UL600_SR600,400_.jpg"
323,How to Win Friends and Influence People,SAR35.00,4.5 out of 5 stars,"5,569",Dale Carnegie,Paperback,Self-Esteem,"https://images-eu.ssl-images-amazon.com/images/I/611OWa8x+WL._AC_UL300_SR300,200_.jpg"
324,The Girl Who Never Made Mistakes,SAR77.99,4.7 out of 5 stars,"2,535",Gary Rubinstein,Hardcover,Literature & Fiction for Children,"https://images-eu.ssl-images-amazon.com/images/I/71Um-uEGVbL._AC_UL300_SR300,200_.jpg"
325,Everyone Here Is Lying: A Novel,SAR22.64,4.6 out of 5 stars,"1,029",Shari Lapena,Hardcover,Psychological Thrillers,"https://images-eu.ssl-images-amazon.com/images/I/81kBg491MFL._AC_UL300_SR300,200_.jpg"
326,The Ten Types of Human: Who We Are and Who We Can Be,SAR62.16,4.6 out of 5 stars,238,Dexter Dias,Paperback,Forensic Psychology,"https://images-eu.ssl-images-amazon.com/images/I/71dQ6auvKHL._AC_UL300_SR300,200_.jpg"
327,No More Nappies: A Potty-Training Book,SAR45.00,4.7 out of 5 stars,"9,021",Campbell Books,Board book,Early Learning for Children,"https://images-eu.ssl-images-amazon.com/images/I/81fZHA1dDhL._AC_UL600_SR600,400_.jpg"
328,"Blue Ocean Strategy, Expanded Edition: How to Create Uncontested Market Space and Make the Competition Irrelevant",SAR74.00,4.6 out of 5 stars,"3,615",W Chan Kim,Hardcover,Parenting & Family,"https://images-eu.ssl-images-amazon.com/images/I/91YCWH4jFdL._AC_UL600_SR600,400_.jpg"
329,Twisted Games: the must-read bodyguard romance: 2 ,SAR65.46,4.7 out of 5 stars,"9,940",Ana Huang,Paperback,Literary Fiction,"https://images-eu.ssl-images-amazon.com/images/I/71pLR3Iy50L._AC_UL600_SR600,400_.jpg"
330,The bell jar ,SAR39.00,4.6 out of 5 stars,375,Sylvia Plath,Paperback,Psychological Fiction,"https://images-eu.ssl-images-amazon.com/images/I/91jUUia8vKL._AC_UL300_SR300,200_.jpg"
331,It Didn't Start With You: How inherited family trauma shapes who we are and,SAR89.00,4.7 out of 5 stars,"9,841",Mark Wolynn,Paperback,Diseases & Physical Ailments,"https://images-eu.ssl-images-amazon.com/images/I/711+NwnODwL._AC_UL600_SR600,400_.jpg"
332,The Power of A Positive Attitude: Your Road To Success,SAR19.00,4.4 out of 5 stars,"4,895",Roger Fritz,Paperback,Motivational Self-Help,"https://images-eu.ssl-images-amazon.com/images/I/610kcuW0g1L._AC_UL600_SR600,400_.jpg"
333,Never Finished: Unshackle Your Mind and Win the War Within,SAR139.00,4.8 out of 5 stars,"2,541",David Goggins,Paperback,Motivational Self-Help,"https://images-eu.ssl-images-amazon.com/images/I/61IzrJ6qSkL._AC_UL600_SR600,400_.jpg"
334,The Little Red Hen ,SAR9.00,4.7 out of 5 stars,"4,453",J. P. Miller,Hardcover,Children's Books on Country & Farm Life,"https://images-eu.ssl-images-amazon.com/images/I/91cBMSpxXDL._AC_UL300_SR300,200_.jpg"
335,"Do It Today: Overcome procrastination, improve productivity and achieve more meaningful things",SAR36.47,4.5 out of 5 stars,"4,657",Darius Foroux,Paperback,Motivational Self-Help,"https://images-eu.ssl-images-amazon.com/images/I/61jCkOVf1oL._AC_UL300_SR300,200_.jpg"
336,Blue Sisters,SAR66.06,4.3 out of 5 stars,162,Coco Mellors,Paperback,Literary Fiction,"https://images-eu.ssl-images-amazon.com/images/I/818vHhQ5P+L._AC_UL600_SR600,400_.jpg"
337,Crime and Punishment,SAR49.00,4.6 out of 5 stars,"2,724",Fyodor Dostoyevsky,Paperback,Mysteries,"https://images-eu.ssl-images-amazon.com/images/I/81bAXZAp-GL._AC_UL600_SR600,400_.jpg"
338,The Ballad of Never After: the stunning sequel to the Sunday Times bestseller Once Upon A Broken Heart,SAR54.00,4.8 out of 5 stars,"2,619",Stephanie Garber,Paperback,Romantic Fantasy,"https://images-eu.ssl-images-amazon.com/images/I/81eZMptKtbL._AC_UL600_SR600,400_.jpg"
339,No Longer Human,SAR59.00,4.7 out of 5 stars,"13,656",Osamu Dazai,Paperback,Historical Fiction,"https://images-eu.ssl-images-amazon.com/images/I/41alKvN9GwL._AC_UL300_SR300,200_.jpg"
340,"The Coming Wave: Technology, Power, and the Twenty-first Century's Greatest Dilemma",SAR62.00,4.4 out of 5 stars,884,Mustafa Suleyman ,Paperback,Technology,"https://images-eu.ssl-images-amazon.com/images/I/81GffHs0vSL._AC_UL300_SR300,200_.jpg"
341,IKIGAI,SAR67.89,4.6 out of 5 stars,"42,127",Héctor Garc?a,Hardcover,Self-Help for Anger Management,"https://images-eu.ssl-images-amazon.com/images/I/71xH0ALI4-L._AC_UL300_SR300,200_.jpg"
